BELNR,WAERS,BUKRS,KTOSL,PRCTR,BSCHL,HKONT,DMBTR,WRBTR,label
375760,C1,C10,C4,C45,A1,B3,37932.17,11319,regular
375761,C1,C15,C1,C19,A1,B1,402373.1,0,regular
375762,C1,C15,C1,C13,A1,B1,471205.98,0,regular
375763,C2,C20,C1,C16,A1,B1,342963,3017,regular
375764,C1,C12,C1,C11,A1,B1,1491428.09,0,regular
375765,C1,C17,C4,C46,A1,B3,2501005.29,31211,regular
375766,C1,C16,C2,C20,A1,B3,1750991.05,0,regular
375767,C1,C12,C5,C53,A1,B1,1466125.85,0,regular
375768,C1,C12,C9,C98,A1,B1,335415.97,0,regular
375769,C1,C12,C2,C21,A1,B3,655146.95,0,regular
375770,C7,C77,C1,C14,A3,B1,1353830.34,0,regular
375771,C4,C49,C7,C74,A2,B2,384073.91,119626,regular
375772,C5,C56,C1,C12,A3,B1,805974.23,0,regular
375773,C6,C67,C1,C15,A2,B1,1382761.09,2651,regular
375774,C3,C38,C2,C21,A3,B3,40624.04,0,regular
375775,C1,C13,C2,C26,A1,B3,273119.57,357596.09,regular
375776,C4,C41,C1,C10,A2,B1,171420.95,354253,regular
375777,C9,C90,C8,C82,A2,B3,3479322.33,0,regular
375778,C1,C17,C1,C15,A1,B1,1367109.31,0,regular
375779,C2,C20,C2,C20,A1,B3,1892217.35,40561,regular
375780,C2,C24,C3,C34,A1,B2,54088.2,230594.39,regular
375781,C6,C64,C1,C11,A2,B1,51990.61,0,regular
375782,C1,C13,C1,C11,A1,B1,652109.55,0,regular
375783,C7,C73,C1,C18,A3,B1,87632.93,0,regular
375784,C1,C15,C3,C31,A1,B2,713007.47,48145,regular
375785,C1,C17,C3,C39,A1,B2,1907009.23,19801,regular
375786,C1,C16,C5,C58,A1,B1,311854.18,0,regular
375787,C1,C16,C2,C21,A1,B3,1325911.37,11381,regular
375788,C5,C55,C4,C40,A3,B3,250828.65,0,regular
375789,C1,C16,C5,C58,A1,B1,108836.16,0,regular
375790,C7,C73,C4,C42,A3,B3,340616.71,0,regular
375791,C2,C22,C1,C15,A1,B1,707252.8,1328421.03,regular
375792,C1,C11,C6,C62,A1,B2,156073.62,0,regular
375793,C6,C62,C2,C20,A2,B3,8686.61,0,regular
375794,C1,C14,C1,C13,A1,B1,207252.3,0,regular
375795,C2,C21,C3,C37,A1,B2,4256.66,0,regular
375796,C2,C20,C4,C49,A1,B3,935059.95,106311,regular
375797,C1,C17,C8,C89,A1,B3,92350.13,0,regular
375798,C2,C20,C2,C21,A1,B3,169016.34,0,regular
375799,C9,C94,C6,C64,A2,B2,422983.67,130436.23,regular
375800,C8,C84,C6,C64,A1,B2,2113271.99,2113271.99,regular
375801,C2,C21,C1,C12,A1,B1,3702902.52,0,regular
375802,C1,C13,C1,C19,A1,B1,1856408.33,0,regular
375803,C2,C20,C1,C11,A1,B1,1057782.04,0,regular
375804,C5,C56,C1,C17,A3,B1,747739.43,252007.62,regular
375805,C2,C20,C1,C16,A1,B1,29072.98,0,regular
375806,C5,C58,C1,C16,A3,B1,565061.95,41114,regular
375807,C6,C68,C1,C17,A2,B1,1315241.67,10727,regular
375808,C5,C52,C1,C11,A3,B1,198252.46,252337,regular
375809,C1,C13,C3,C32,A1,B2,2152345.38,0,regular
375810,C6,C64,C1,C15,A2,B1,169464.92,22672,regular
375811,C1,C18,C1,C18,A1,B1,123312.23,0,regular
375812,C1,C10,C4,C48,A1,B3,1361247,0,regular
375813,C1,C17,C1,C14,A1,B1,1869018.18,0,regular
375814,C1,C15,C6,C63,A1,B2,30051.81,13708,regular
375815,C9,C91,C1,C18,A2,B1,543358.66,0,regular
375816,C1,C18,C1,C11,A1,B1,224502.6,403,regular
375817,C2,C21,C4,C44,A1,B3,131488.95,0,regular
375818,C3,C33,C2,C20,A3,B3,1762938.06,0,regular
375819,C2,C21,C1,C10,A1,B1,98202.92,0,regular
375820,C1,C15,C1,C12,A1,B1,76794.64,0,regular
375821,C1,C12,C1,C12,A1,B1,363591.08,0,regular
375822,C9,C94,C2,C20,A2,B3,21946.36,0,regular
375823,C1,C16,C4,C41,A1,B3,839470.74,0,regular
375824,C1,C14,C1,C18,A1,B1,2309663.78,0,regular
375825,C2,C27,C1,C11,A1,B1,432818.33,0,regular
375826,C6,C63,C6,C67,A2,B2,819135.56,107913,regular
375827,C3,C36,C1,C12,A3,B1,224833.39,0,regular
375828,C2,C20,C1,C15,A1,B1,338858.23,0,regular
375829,C1,C12,C1,C15,A1,B1,898677.89,11393,regular
375830,C1,C18,C1,C18,A1,B1,1121074.42,0,regular
375831,C1,C10,C1,C17,A1,B1,593901.06,57255,regular
375832,C1,C13,C3,C36,A1,B2,802518.97,5039,regular
375833,C1,C16,C2,C20,A1,B3,1056569.64,0,regular
375834,C9,C97,C1,C14,A2,B1,558461.57,260,regular
375835,C1,C16,C1,C10,A1,B1,584994.36,0,regular
375836,C9,C91,C6,C68,A2,B2,368394.4,0,regular
375837,C1,C12,C2,C20,A1,B3,276380.34,56488,regular
375838,C6,C63,C1,C14,A2,B1,575942.73,0,regular
375839,C1,C17,C1,C12,A1,B1,674091.13,15209,regular
375840,C1,C12,C2,C21,A1,B3,271323.99,0,regular
375841,C8,C85,C2,C21,A1,B3,639934.14,0,regular
375842,C4,C44,C2,C24,A2,B3,2569920.98,0,regular
375843,C1,C17,C1,C15,A1,B1,712937.24,36251,regular
375844,C6,C67,C1,C19,A2,B1,889402.55,0,regular
375845,C5,C58,C1,C12,A3,B1,60272.82,9045,regular
375846,C9,C95,C3,C39,A2,B2,865460.27,26680.41,regular
375847,C1,C10,C1,C15,A1,B1,543467.37,0,regular
375848,C2,C20,C1,C11,A1,B1,2713.14,29794,regular
375849,C1,C17,C2,C20,A1,B3,763926.59,20738,regular
375850,C1,C10,C2,C20,A1,B3,50365.03,620,regular
375851,C1,C10,C2,C20,A1,B3,191016.07,0,regular
375852,C4,C46,C1,C15,A2,B1,34534.34,0,regular
375853,C1,C13,C4,C43,A1,B3,444278.03,7874,regular
375854,C1,C15,C1,C14,A1,B1,33604.63,524184,regular
375855,C1,C13,C1,C11,A1,B1,833306.84,0,regular
375856,C5,C59,C8,C80,A3,B3,1683556.27,216,regular
375857,C1,C10,C1,C13,A1,B1,148823.05,453,regular
375858,C1,C19,C4,C40,A1,B3,1040825.47,0,regular
375859,C1,C19,C5,C53,A1,B1,1130270.16,284507,regular
375860,C2,C25,C1,C18,A1,B1,1053859.45,0,regular
375861,C1,C10,C1,C10,A1,B1,685832.49,0,regular
375862,C8,C86,C1,C10,A1,B1,169993.26,0,regular
375863,C1,C10,C4,C45,A1,B3,952164.9,0,regular
375864,C1,C11,C1,C14,A1,B1,9825558.27,0,regular
375865,C2,C20,C1,C16,A1,B1,934464.18,0,regular
375866,C4,C45,C3,C33,A2,B2,390767.9,117175,regular
375867,C1,C13,C1,C12,A1,B1,295280.78,0,regular
375868,C6,C69,C1,C12,A2,B1,180385.33,0,regular
375869,C5,C51,C1,C17,A3,B1,866073.62,123206,regular
375870,C9,C90,C1,C16,A2,B1,867602.35,46483,regular
375871,C9,C96,C1,C17,A2,B1,249858.13,0,regular
375872,C1,C10,C1,C12,A1,B1,507917.86,60707,regular
375873,C6,C63,C1,C11,A2,B1,406399.39,15968,regular
375874,C6,C60,C1,C15,A2,B1,95144.28,21118,regular
375875,C1,C10,C9,C95,A1,B1,300712.01,0,regular
375876,C1,C17,C1,C10,A1,B1,264460.19,42032,regular
375877,C1,C18,C2,C22,A1,B3,45491.25,0,regular
375878,C1,C11,C9,C99,A1,B1,142529.4,48882,regular
375879,C1,C14,C1,C15,A1,B1,376972.77,432,regular
375880,C5,C58,C1,C13,A3,B1,724965.53,0,regular
375881,C1,C18,C8,C85,A1,B3,1541182.22,0,regular
375882,C8,C86,C6,C60,A1,B2,423265.75,0,regular
375883,C5,C54,C1,C13,A3,B1,666450.49,6058,regular
375884,C1,C17,C9,C98,A1,B1,98646.71,10988,regular
375885,C1,C13,C6,C62,A1,B2,1066874.56,400397,regular
375886,C3,C34,C7,C75,A3,B2,67065.97,45331,regular
375887,C1,C13,C1,C15,A1,B1,1005302.4,0,regular
375888,C1,C14,C8,C81,A1,B3,613057.35,0,regular
375889,C5,C51,C1,C12,A3,B1,1971174.04,144595,regular
375890,C1,C17,C1,C17,A1,B1,1162671.56,0,regular
375891,C2,C20,C1,C15,A1,B1,123762.67,280806,regular
375892,C9,C91,C1,C14,A2,B1,461311.02,40643,regular
375893,C9,C95,C7,C75,A2,B2,2606761.6,0,regular
375894,C2,C20,C1,C14,A1,B1,329897.11,0,regular
375895,C4,C47,C2,C21,A2,B3,1384918.48,0,regular
375896,C1,C13,C1,C13,A1,B1,943396.75,20133,regular
375897,C1,C12,C1,C12,A1,B1,332421.1,0,regular
375898,C1,C18,C9,C91,A1,B1,34139.45,11682,regular
375899,C1,C16,C1,C15,A1,B1,1060989.49,0,regular
375900,C7,C72,C2,C27,A3,B3,1181652.41,0,regular
375901,C3,C37,C1,C19,A3,B1,136875.2,0,regular
375902,C2,C20,C1,C19,A1,B1,3276789.75,0,regular
375903,C7,C71,C1,C12,A3,B1,660284.24,829741,regular
375904,C1,C19,C3,C34,A1,B2,722420.58,65607.38,regular
375905,C1,C19,C2,C27,A1,B3,2546610.05,0,regular
375906,C2,C21,C1,C13,A1,B1,377399.41,0,regular
375907,C2,C20,C1,C15,A1,B1,49742.31,0,regular
375908,C1,C14,C2,C20,A1,B3,108240.74,108240.74,regular
375909,C4,C48,C1,C14,A2,B1,1001591.43,20689,regular
375910,C1,C14,C1,C16,A1,B1,364903.55,120325.5,regular
375911,C2,C20,C1,C11,A1,B1,119682.58,0,regular
375912,C6,C64,C9,C91,A2,B1,1297796.28,21200,regular
375913,C1,C10,C1,C12,A1,B1,1359181.02,0,regular
375914,C1,C14,C1,C14,A1,B1,57517.43,0,regular
375915,C9,C98,C1,C17,A2,B1,577345.8,0,regular
375916,C9,C92,C1,C17,A2,B1,2064064.28,0,regular
375917,C1,C18,C1,C17,A1,B1,135457.75,55242,regular
375918,C1,C19,C1,C15,A1,B1,619156.54,472,regular
375919,C1,C18,C1,C13,A1,B1,301074.95,30185,regular
375920,C2,C23,C1,C13,A1,B1,1712797.25,13190,regular
375921,C2,C21,C1,C14,A1,B1,310955.98,0,regular
375922,C1,C18,C3,C32,A1,B2,459803.45,0,regular
375923,C1,C16,C1,C17,A1,B1,245712.85,0,regular
375924,C1,C13,C2,C22,A1,B3,346747.59,456750.34,regular
375925,C7,C73,C7,C72,A3,B2,7058.79,37,regular
375926,C5,C57,C4,C42,A3,B3,456334.38,482202,regular
375927,C1,C12,C9,C92,A1,B1,864450.33,0,regular
375928,C8,C81,C1,C11,A1,B1,1005542.23,0,regular
375929,C1,C10,C1,C14,A1,B1,4594444.33,0,regular
375930,C2,C25,C2,C21,A1,B3,39913.81,0,regular
375931,C1,C15,C4,C46,A1,B3,631179.77,0,regular
375932,C5,C50,C1,C18,A3,B1,640745.78,50081,regular
375933,C1,C12,C4,C43,A1,B3,128240.08,0,regular
375934,C1,C16,C4,C42,A1,B3,489864.56,0,regular
375935,C1,C11,C1,C14,A1,B1,891970.92,40941,regular
375936,C5,C51,C1,C15,A3,B1,24922.14,75554,regular
375937,C5,C53,C5,C50,A3,B1,252014.32,450259,regular
375938,C7,C76,C2,C25,A3,B3,1688977.7,5062,regular
375939,C1,C13,C7,C76,A1,B2,1543001.84,43,regular
375940,C1,C14,C1,C18,A1,B1,391379.57,0,regular
375941,C3,C34,C1,C17,A3,B1,175017.77,46285.93,regular
375942,C7,C70,C4,C49,A3,B3,64011.19,0,regular
375943,C1,C11,C2,C20,A1,B3,1531613.17,0,regular
375944,C1,C17,C7,C75,A1,B2,681158.2,210248,regular
375945,C9,C92,C8,C83,A2,B3,414125.2,0,regular
375946,C6,C61,C2,C27,A2,B3,767351.67,0,regular
375947,C9,C95,C1,C10,A2,B1,1341891.61,36050,regular
375948,C5,C51,C1,C16,A3,B1,13463.04,0,regular
375949,C1,C11,C1,C13,A1,B1,116004.48,0,regular
375950,C1,C15,C1,C15,A1,B1,1815679.96,0,regular
375951,C1,C15,C1,C12,A1,B1,418892.74,54535,regular
375952,C1,C15,C8,C86,A1,B3,2930189.86,0,regular
375953,C7,C70,C1,C10,A3,B1,364271.46,0,regular
375954,C6,C61,C1,C11,A2,B1,341230.61,89444.69,regular
375955,C1,C13,C1,C17,A1,B1,93512.66,16502,regular
375956,C1,C16,C1,C12,A1,B1,272153.07,29627.48,regular
375957,C1,C19,C1,C19,A1,B1,282924.74,19955.55,regular
375958,C1,C13,C1,C18,A1,B1,23136.34,0,regular
375959,C1,C13,C2,C28,A1,B3,868363.81,42247,regular
375960,C1,C12,C5,C50,A1,B1,51424.2,0,regular
375961,C1,C15,C1,C17,A1,B1,599851.37,35226,regular
375962,C8,C87,C1,C19,A1,B1,12108631.39,0,regular
375963,C6,C67,C9,C92,A2,B1,349826.28,0,regular
375964,C6,C60,C1,C18,A2,B1,305795.43,0,regular
375965,C1,C15,C1,C14,A1,B1,585541.77,326,regular
375966,C1,C13,C1,C10,A1,B1,6773332.39,0,regular
375967,C1,C11,C5,C53,A1,B1,263106.63,0,regular
375968,C1,C16,C9,C96,A1,B1,201583.17,0,regular
375969,C1,C17,C2,C27,A1,B3,440733.01,206642,regular
375970,C1,C19,C8,C82,A1,B3,682861.08,260829.96,regular
375971,C1,C11,C1,C13,A1,B1,1322945.02,33308,regular
375972,C1,C10,C1,C12,A1,B1,293178.74,0,regular
375973,C8,C81,C1,C16,A1,B1,405944.17,0,regular
375974,C1,C17,C7,C78,A1,B2,356178.58,0,regular
375975,C1,C17,C2,C26,A1,B3,829049.54,56791.39,regular
375976,C1,C13,C1,C17,A1,B1,112443.96,0,regular
375977,C1,C10,C9,C90,A1,B1,119443.3,119443.3,regular
375978,C1,C11,C1,C12,A1,B1,10000000,102024,regular
375979,C1,C19,C7,C79,A1,B2,1204717.53,0,regular
375980,C1,C12,C2,C21,A1,B3,184100.68,0,regular
375981,C2,C20,C1,C13,A1,B1,542499.92,0,regular
375982,C1,C11,C5,C58,A1,B1,1268817.26,9926,regular
375983,C9,C94,C8,C89,A2,B3,1315667.45,207050.43,regular
375984,C1,C15,C2,C20,A1,B3,1713707.75,0,regular
375985,C1,C15,C3,C38,A1,B2,56356.09,0,regular
375986,C1,C15,C1,C11,A1,B1,166033.09,0,regular
375987,C1,C16,C1,C11,A1,B1,442702.6,330576,regular
375988,C1,C18,C2,C21,A1,B3,107874.31,2028,regular
375989,C1,C19,C7,C71,A1,B2,93552.32,0,regular
375990,C1,C11,C1,C13,A1,B1,129927.15,0,regular
375991,C7,C70,C1,C12,A3,B1,142443.72,282,regular
375992,C7,C72,C4,C42,A3,B3,559701.32,0,regular
375993,C1,C18,C6,C62,A1,B2,134237.31,20683,regular
375994,C8,C83,C2,C20,A1,B3,6118304.22,0,regular
375995,C1,C13,C1,C10,A1,B1,1367421,0,regular
375996,C1,C18,C1,C12,A1,B1,1328995.93,48503,regular
375997,C1,C18,C3,C31,A1,B2,1121573.04,7212.67,regular
375998,C1,C11,C1,C13,A1,B1,874732.95,7149.99,regular
375999,C4,C44,C1,C16,A2,B1,352149.18,0,regular
376000,C1,C12,C3,C32,A1,B2,2608411.56,11047,regular
376001,C1,C18,C1,C16,A1,B1,243966.17,10416,regular
376002,C4,C46,C6,C64,A2,B2,46313.43,31158,regular
376003,C7,C77,C1,C18,A3,B1,2568649.06,9057,regular
376004,C4,C41,C1,C18,A2,B1,994043.3,9671,regular
376005,C6,C60,C5,C56,A2,B1,557226.53,31854.27,regular
376006,C2,C20,C1,C10,A1,B1,461913.53,0,regular
376007,C9,C91,C1,C14,A2,B1,163301.34,0,regular
376008,C1,C13,C2,C20,A1,B3,474268.86,11351,regular
376009,C2,C23,C1,C11,A1,B1,494746.83,1092,regular
376010,C1,C11,C7,C70,A1,B2,208145.25,154164,regular
376011,C1,C16,C1,C16,A1,B1,1023822.02,0,regular
376012,C5,C59,C3,C39,A3,B2,1380059.73,42879,regular
376013,C1,C12,C1,C11,A1,B1,2586139.44,0,regular
376014,C2,C21,C7,C79,A1,B2,14046.05,8044,regular
376015,C1,C12,C1,C14,A1,B1,1389734.21,0,regular
376016,C8,C80,C3,C32,A1,B2,1116016.49,0,regular
376017,C1,C11,C1,C13,A1,B1,158809,10475,regular
376018,C1,C18,C3,C35,A1,B2,418353.15,0,regular
376019,C3,C35,C1,C14,A3,B1,585326.05,0,regular
376020,C1,C16,C9,C97,A1,B1,1115117.32,0,regular
376021,C1,C13,C1,C16,A1,B1,1798571.23,79255,regular
376022,C3,C30,C1,C19,A3,B1,178087.34,0,regular
376023,C7,C79,C1,C16,A3,B1,202276.78,0,regular
376024,C6,C68,C1,C11,A2,B1,528670.64,3481,regular
376025,C5,C58,C1,C17,A3,B1,17245.56,0,regular
376026,C6,C63,C1,C18,A2,B1,527354.07,0,regular
376027,C1,C10,C1,C18,A1,B1,1637525.4,0,regular
376028,C2,C20,C2,C23,A1,B3,211896.45,0,regular
376029,C9,C91,C6,C69,A2,B2,119161.15,0,regular
376030,C4,C43,C1,C15,A2,B1,18663.31,133566.41,regular
376031,C2,C28,C9,C96,A1,B1,484056.01,95412.62,regular
376032,C1,C14,C4,C41,A1,B3,1286545.31,0,regular
376033,C1,C17,C1,C13,A1,B1,728183.27,0,regular
376034,C1,C19,C1,C18,A1,B1,22127.53,0,regular
376035,C9,C99,C1,C18,A2,B1,346699.75,11734,regular
376036,C5,C50,C9,C96,A3,B1,1624999.73,0,regular
376037,C9,C97,C1,C16,A2,B1,473644.94,18205.34,regular
376038,C1,C11,C1,C14,A1,B1,165442.22,0,regular
376039,C1,C12,C9,C98,A1,B1,20153.35,0,regular
376040,C1,C18,C1,C15,A1,B1,625207.95,0,regular
376041,C1,C18,C7,C70,A1,B2,1191425.02,0,regular
376042,C3,C33,C2,C23,A3,B3,258812.53,67803,regular
376043,C4,C44,C2,C20,A2,B3,682161.98,0,regular
376044,C9,C99,C1,C13,A2,B1,897022.16,0,regular
376045,C1,C16,C1,C18,A1,B1,958695.32,82570,regular
376046,C6,C66,C1,C11,A2,B1,440743.26,20211,regular
376047,C1,C18,C1,C12,A1,B1,127036.07,0,regular
376048,C2,C25,C1,C13,A1,B1,1769096.35,672,regular
376049,C8,C89,C2,C20,A1,B3,614725.48,15,regular
376050,C1,C14,C1,C15,A1,B1,1056097.68,0,regular
376051,C2,C21,C8,C80,A1,B3,361004.3,196505,regular
376052,C1,C19,C2,C21,A1,B3,973113.82,159289,regular
376053,C4,C48,C6,C67,A2,B2,151641.62,0,regular
376054,C1,C11,C1,C10,A1,B1,52867.55,0,regular
376055,C8,C81,C1,C17,A1,B1,362977.5,10812,regular
376056,C2,C28,C1,C16,A1,B1,139486.32,233566.28,regular
376057,C5,C51,C4,C41,A3,B3,30921.88,0,regular
376058,C1,C12,C1,C14,A1,B1,2337878.34,99797,regular
376059,C1,C16,C1,C17,A1,B1,1162707.15,0,regular
376060,C8,C85,C1,C10,A1,B1,1184676.97,31311,regular
376061,C1,C16,C1,C13,A1,B1,1118130.38,0,regular
376062,C9,C97,C1,C18,A2,B1,14120.32,0,regular
376063,C1,C16,C1,C14,A1,B1,279614.06,22381,regular
376064,C1,C15,C9,C99,A1,B1,21946.53,48436.54,regular
376065,C1,C11,C1,C14,A1,B1,1413504.7,905.85,regular
376066,C1,C15,C4,C47,A1,B3,878930.35,0,regular
376067,C1,C18,C9,C94,A1,B1,465886.56,0,regular
376068,C4,C42,C1,C18,A2,B1,1122630.6,0,regular
376069,C2,C20,C1,C18,A1,B1,751545.62,0,regular
376070,C9,C97,C4,C45,A2,B3,437371.03,0,regular
376071,C7,C77,C1,C18,A3,B1,787823.55,61187,regular
376072,C8,C85,C3,C30,A1,B2,38018.84,0,regular
376073,C9,C92,C1,C19,A2,B1,1341525.13,0,regular
376074,C1,C16,C1,C10,A1,B1,997831.42,0,regular
376075,C1,C15,C2,C20,A1,B3,1489269.68,0,regular
376076,C6,C68,C1,C10,A2,B1,1092215.38,0,regular
376077,C5,C55,C1,C12,A3,B1,1157350.65,0,regular
376078,C4,C49,C2,C21,A2,B3,1831760.62,50846.39,regular
376079,C1,C16,C1,C16,A1,B1,663030.72,0,regular
376080,C7,C71,C9,C95,A3,B1,869552.68,83023,regular
376081,C5,C58,C1,C11,A3,B1,4527333.73,50367,regular
376082,C1,C11,C6,C64,A1,B2,193857.17,0,regular
376083,C1,C18,C6,C62,A1,B2,5043481.74,20470,regular
376084,C1,C11,C9,C91,A1,B1,1536439.49,27191,regular
376085,C9,C93,C1,C14,A2,B1,773607.73,42647,regular
376086,C2,C25,C4,C47,A1,B3,321008.52,99313,regular
376087,C1,C12,C1,C11,A1,B1,189026.48,0,regular
376088,C1,C17,C1,C18,A1,B1,145481.63,28957,regular
376089,C2,C20,C4,C40,A1,B3,527222.47,11327,regular
376090,C1,C18,C6,C67,A1,B2,1398680.02,7785,regular
376091,C5,C55,C1,C15,A3,B1,158074.1,0,regular
376092,C2,C21,C2,C20,A1,B3,306745.45,0,regular
376093,C5,C55,C1,C18,A3,B1,587598.16,0,regular
376094,C6,C60,C1,C12,A2,B1,3234842.2,10721,regular
376095,C5,C55,C9,C97,A3,B1,494922.38,116667,regular
376096,C4,C40,C1,C11,A2,B1,209609.76,0,regular
376097,C1,C19,C5,C55,A1,B1,144118.46,0,regular
376098,C8,C80,C8,C86,A1,B3,382370.36,0,regular
376099,C2,C20,C5,C52,A1,B1,687181.94,538,regular
376100,C1,C12,C2,C20,A1,B3,634516.58,0,regular
376101,C5,C58,C8,C81,A3,B3,71441.53,51393,regular
376102,C1,C18,C1,C15,A1,B1,455373.22,45860.79,regular
376103,C1,C13,C2,C23,A1,B3,498517.44,0,regular
376104,C1,C15,C1,C10,A1,B1,548281.78,34093,regular
376105,C2,C20,C1,C10,A1,B1,1251495.53,122575,regular
376106,C3,C39,C2,C21,A3,B3,955831.87,4152,regular
376107,C1,C17,C1,C10,A1,B1,577946.95,0,regular
376108,C1,C11,C1,C18,A1,B1,436889.87,0,regular
376109,C6,C68,C6,C62,A2,B2,1603015.09,0,regular
376110,C1,C15,C3,C35,A1,B2,134187.58,101,regular
376111,C1,C17,C1,C18,A1,B1,303673.08,0,regular
376112,C2,C20,C1,C13,A1,B1,1408408.69,0,regular
376113,C1,C18,C1,C18,A1,B1,626895.77,0,regular
376114,C2,C20,C2,C20,A1,B3,468692.88,0,regular
376115,C1,C12,C1,C16,A1,B1,316037.04,0,regular
376116,C3,C32,C8,C81,A3,B3,964838.12,69655,regular
376117,C1,C14,C4,C44,A1,B3,710613.41,164,regular
376118,C7,C72,C1,C10,A3,B1,227629.3,52044,regular
376119,C1,C17,C2,C21,A1,B3,199927.34,0,regular
376120,C1,C12,C2,C20,A1,B3,193860.36,0,regular
376121,C1,C10,C2,C20,A1,B3,369795.23,106815.75,regular
376122,C1,C19,C9,C92,A1,B1,563244.78,47783,regular
376123,C1,C17,C1,C15,A1,B1,18744.09,90738,regular
376124,C1,C17,C5,C55,A1,B1,291183.75,43231,regular
376125,C1,C11,C9,C95,A1,B1,400870.98,72734,regular
376126,C1,C14,C1,C15,A1,B1,270085.95,111981,regular
376127,C2,C20,C1,C15,A1,B1,237485.81,0,regular
376128,C7,C71,C1,C18,A3,B1,124640.72,21611,regular
376129,C1,C16,C1,C13,A1,B1,286977.42,45580,regular
376130,C1,C14,C1,C13,A1,B1,309005.74,0,regular
376131,C2,C20,C9,C90,A1,B1,739699.83,20298,regular
376132,C1,C13,C5,C54,A1,B1,45685.36,152986.29,regular
376133,C1,C10,C1,C13,A1,B1,5701.05,158874,regular
376134,C5,C59,C1,C16,A3,B1,269434.17,3278,regular
376135,C1,C12,C9,C94,A1,B1,566115.85,20810,regular
376136,C2,C20,C2,C24,A1,B3,390997.26,0,regular
376137,C1,C17,C2,C20,A1,B3,569806.68,96562.79,regular
376138,C1,C17,C2,C21,A1,B3,514574.55,101594.44,regular
376139,C1,C13,C1,C17,A1,B1,565748.82,0,regular
376140,C6,C60,C5,C50,A2,B1,402607.73,106365,regular
376141,C2,C21,C3,C37,A1,B2,6699.5,0,regular
376142,C2,C21,C1,C12,A1,B1,404001.28,737858,regular
376143,C9,C98,C2,C21,A2,B3,1028948.17,51431,regular
376144,C7,C75,C2,C21,A3,B3,265311,0,regular
376145,C6,C65,C1,C11,A2,B1,1673777.5,0,regular
376146,C3,C39,C4,C43,A3,B3,164458.82,41298,regular
376147,C1,C10,C1,C15,A1,B1,917653.66,0,regular
376148,C1,C10,C9,C95,A1,B1,333792.51,0,regular
376149,C3,C32,C1,C10,A3,B1,843798.94,0,regular
376150,C1,C17,C2,C24,A1,B3,717288.18,31358,regular
376151,C1,C19,C1,C15,A1,B1,51521.25,0,regular
376152,C1,C11,C5,C50,A1,B1,392595.9,0,regular
376153,C1,C15,C9,C90,A1,B1,2743148.3,0,regular
376154,C1,C10,C1,C10,A1,B1,1249436.94,40198,regular
376155,C3,C35,C1,C11,A3,B1,1107859.66,0,regular
376156,C5,C59,C1,C13,A3,B1,750513.79,40224,regular
376157,C2,C26,C9,C95,A1,B1,141909.35,20288,regular
376158,C1,C12,C3,C30,A1,B2,30811.58,38017.57,regular
376159,C8,C88,C2,C20,A1,B3,534372.82,40115,regular
376160,C1,C12,C2,C20,A1,B3,879814.84,205688,regular
376161,C3,C34,C1,C17,A3,B1,470959.56,0,regular
376162,C2,C21,C1,C16,A1,B1,103749.34,80589,regular
376163,C4,C48,C5,C52,A2,B1,174102.94,0,regular
376164,C4,C43,C7,C78,A2,B2,621135.97,0,regular
376165,C1,C15,C1,C18,A1,B1,276253.24,276253.24,regular
376166,C1,C11,C1,C19,A1,B1,73019.75,77219,regular
376167,C5,C57,C1,C15,A3,B1,98418.46,0,regular
376168,C4,C40,C2,C24,A2,B3,114380.8,65549,regular
376169,C1,C16,C2,C21,A1,B3,593901.9,0,regular
376170,C8,C80,C1,C13,A1,B1,2265391.53,0,regular
376171,C2,C20,C7,C74,A1,B2,98982.1,10595,regular
376172,C1,C17,C1,C14,A1,B1,124837.9,0,regular
376173,C1,C18,C7,C71,A1,B2,237301.46,0,regular
376174,C1,C16,C1,C17,A1,B1,86923.76,0,regular
376175,C1,C19,C3,C34,A1,B2,598399.22,0,regular
376176,C1,C13,C3,C32,A1,B2,131370.94,0,regular
376177,C9,C90,C1,C11,A2,B1,356541.42,0,regular
376178,C1,C14,C2,C21,A1,B3,2115838.09,31413,regular
376179,C5,C51,C9,C92,A3,B1,1075376.4,9996,regular
376180,C9,C91,C1,C18,A2,B1,277014.29,3174,regular
376181,C1,C19,C9,C91,A1,B1,1015885.75,0,regular
376182,C3,C32,C9,C93,A3,B1,205418.95,0,regular
376183,C2,C20,C6,C60,A1,B2,678611.1,0,regular
376184,C1,C14,C1,C13,A1,B1,141298.56,0,regular
376185,C2,C20,C1,C12,A1,B1,593786.17,0,regular
376186,C1,C10,C1,C19,A1,B1,356961.62,0,regular
376187,C1,C16,C5,C54,A1,B1,278536.64,0,regular
376188,C5,C56,C5,C55,A3,B1,968839.42,5438,regular
376189,C1,C13,C1,C16,A1,B1,1494778.81,21426,regular
376190,C6,C60,C5,C55,A2,B1,284852,0,regular
376191,C7,C77,C1,C13,A3,B1,108203.79,188,regular
376192,C1,C16,C9,C98,A1,B1,372434.46,0,regular
376193,C1,C19,C8,C80,A1,B3,235332.22,296611.21,regular
376194,C3,C33,C5,C52,A3,B1,648240.57,0,regular
376195,C1,C18,C3,C34,A1,B2,1173573.53,106685,regular
376196,C1,C13,C1,C10,A1,B1,250336.97,178,regular
376197,C6,C64,C1,C12,A2,B1,1404739.78,77256,regular
